absolute_path,relative_path,data_type,label,confidence,human_verified,bbox_left,bbox_top,bbox_right,bbox_bottom,file_height,file_width,DateTimeOriginal,DateTime,DateTimeDigitized,Latitude,Longitude,GPSLink,Altitude,Make,Model,Flash,ExifOffset,ResolutionUnit,YCbCrPositioning,XResolution,YResolution,ExifVersion,ComponentsConfiguration,FlashPixVersion,ColorSpace,ExifImageWidth,ISOSpeedRatings,ExifImageHeight,ExposureMode,WhiteBalance,SceneCaptureType,ExposureTime,Software,Sharpness,Saturation,ReferenceBlackWhite
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-03-01 M 3_3.JPG,img,rodent,0.99067,FALSE,1380,551,1593,689,1152,2048,2024-01-05 20:03:01,2024-01-05 20:03:01,2024-01-05 20:03:01,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-03-04 M 1_3.JPG,img,rodent,0.99797,FALSE,1813,484,2048,641,1152,2048,2024-01-05 20:03:04,2024-01-05 20:03:04,2024-01-05 20:03:04,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-11-43 M 1_3.JPG,img,rodent,0.99954,FALSE,0,693,353,882,1152,2048,2024-01-05 20:11:43,2024-01-05 20:11:43,2024-01-05 20:11:43,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-11-44 M 2_3.JPG,img,rodent,0.97243,FALSE,428,759,919,968,1152,2048,2024-01-05 20:11:44,2024-01-05 20:11:44,2024-01-05 20:11:44,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.00625,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-11-45 M 3_3.JPG,img,rodent,0.99941,FALSE,1018,873,1615,1118,1152,2048,2024-01-05 20:11:45,2024-01-05 20:11:45,2024-01-05 20:11:45,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.007291666666666667,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-23-23 M 3_3.JPG,img,unidentified animal,0.355,FALSE,796,412,1004,683,1152,2048,2024-01-05 20:23:23,2024-01-05 20:23:23,2024-01-05 20:23:23,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.007604166666666667,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-34-39 M 1_3.JPG,img,rodent,0.98705,FALSE,1609,701,2048,866,1152,2048,2024-01-05 20:34:39,2024-01-05 20:34:39,2024-01-05 20:34:39,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-34-39 M 2_3.JPG,img,rodent,0.99618,FALSE,1407,649,1948,832,1152,2048,2024-01-05 20:34:39,2024-01-05 20:34:39,2024-01-05 20:34:39,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-34-40 M 3_3.JPG,img,rodent,0.99952,FALSE,1255,669,1755,845,1152,2048,2024-01-05 20:34:40,2024-01-05 20:34:40,2024-01-05 20:34:40,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-34-41 M 1_3.JPG,img,rodent,0.99989,FALSE,676,640,1146,770,1152,2048,2024-01-05 20:34:41,2024-01-05 20:34:41,2024-01-05 20:34:41,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-34-42 M 2_3.JPG,img,rodent,0.93732,FALSE,658,621,852,768,1152,2048,2024-01-05 20:34:42,2024-01-05 20:34:42,2024-01-05 20:34:42,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-34-43 M 3_3.JPG,img,rodent,0.99379,FALSE,656,619,850,769,1152,2048,2024-01-05 20:34:43,2024-01-05 20:34:43,2024-01-05 20:34:43,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-34-46 M 1_3.JPG,img,rabbit,0.99622,FALSE,656,413,999,688,1152,2048,2024-01-05 20:34:46,2024-01-05 20:34:46,2024-01-05 20:34:46,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-34-47 M 2_3.JPG,img,rabbit,0.98889,FALSE,750,578,1088,695,1152,2048,2024-01-05 20:34:47,2024-01-05 20:34:47,2024-01-05 20:34:47,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-34-47 M 3_3.JPG,img,rodent,0.9995,FALSE,903,598,1240,714,1152,2048,2024-01-05 20:34:47,2024-01-05 20:34:47,2024-01-05 20:34:47,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-34-48 M 1_3.JPG,img,rabbit,0.9219,FALSE,1104,596,1390,713,1152,2048,2024-01-05 20:34:48,2024-01-05 20:34:48,2024-01-05 20:34:48,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-34-49 M 2_3.JPG,img,rabbit,0.99922,FALSE,1323,594,1443,746,1152,2048,2024-01-05 20:34:49,2024-01-05 20:34:49,2024-01-05 20:34:49,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-34-49 M 3_3.JPG,img,rodent,0.63244,FALSE,1101,566,1355,807,1152,2048,2024-01-05 20:34:49,2024-01-05 20:34:49,2024-01-05 20:34:49,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-34-51 M 1_3.JPG,img,rodent,0.99953,FALSE,688,638,1169,817,1152,2048,2024-01-05 20:34:51,2024-01-05 20:34:51,2024-01-05 20:34:51,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-34-51 M 2_3.JPG,img,rodent,0.99795,FALSE,227,650,791,810,1152,2048,2024-01-05 20:34:51,2024-01-05 20:34:51,2024-01-05 20:34:51,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-34-52 M 3_3.JPG,img,rodent,0.9819,FALSE,168,645,683,793,1152,2048,2024-01-05 20:34:52,2024-01-05 20:34:52,2024-01-05 20:34:52,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-34-53 M 1_3.JPG,img,rodent,0.99992,FALSE,0,628,150,848,1152,2048,2024-01-05 20:34:53,2024-01-05 20:34:53,2024-01-05 20:34:53,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-34-54 M 3_3.JPG,img,rabbit,0.99609,FALSE,795,411,1004,682,1152,2048,2024-01-05 20:34:54,2024-01-05 20:34:54,2024-01-05 20:34:54,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-34-58 M 1_3.JPG,img,rabbit,0.81442,FALSE,0,697,268,902,1152,2048,2024-01-05 20:34:58,2024-01-05 20:34:58,2024-01-05 20:34:58,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-34-58 M 2_3.JPG,img,rodent,0.96714,FALSE,57,646,684,947,1152,2048,2024-01-05 20:34:58,2024-01-05 20:34:58,2024-01-05 20:34:58,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-34-59 M 3_3.JPG,img,rodent,0.96234,FALSE,1258,594,1928,981,1152,2048,2024-01-05 20:34:59,2024-01-05 20:34:59,2024-01-05 20:34:59,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-36-08 M 1_3.JPG,img,rodent,0.99995,FALSE,25,626,471,766,1152,2048,2024-01-05 20:36:08,2024-01-05 20:36:08,2024-01-05 20:36:08,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-36-09 M 2_3.JPG,img,rodent,0.9995,FALSE,125,622,523,754,1152,2048,2024-01-05 20:36:09,2024-01-05 20:36:09,2024-01-05 20:36:09,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-36-09 M 3_3.JPG,img,rabbit,0.95472,FALSE,551,592,747,709,1152,2048,2024-01-05 20:36:09,2024-01-05 20:36:09,2024-01-05 20:36:09,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-36-12 M 1_3.JPG,img,rodent,0.83817,FALSE,720,471,1014,702,1152,2048,2024-01-05 20:36:12,2024-01-05 20:36:12,2024-01-05 20:36:12,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-36-12 M 2_3.JPG,img,rabbit,0.53732,FALSE,943,583,1061,707,1152,2048,2024-01-05 20:36:12,2024-01-05 20:36:12,2024-01-05 20:36:12,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-36-13 M 3_3.JPG,img,rabbit,0.99075,FALSE,794,411,1051,713,1152,2048,2024-01-05 20:36:13,2024-01-05 20:36:13,2024-01-05 20:36:13,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-36-14 M 1_3.JPG,img,rodent,0.99875,FALSE,1330,552,1719,751,1152,2048,2024-01-05 20:36:14,2024-01-05 20:36:14,2024-01-05 20:36:14,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-36-15 M 2_3.JPG,img,rodent,0.99655,FALSE,1676,658,2048,811,1152,2048,2024-01-05 20:36:15,2024-01-05 20:36:15,2024-01-05 20:36:15,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-36-15 M 3_3.JPG,img,unidentified animal,0.335,FALSE,796,412,1004,683,1152,2048,2024-01-05 20:36:15,2024-01-05 20:36:15,2024-01-05 20:36:15,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-37-03 M 1_3.JPG,img,rodent,0.94546,FALSE,142,510,422,724,1152,2048,2024-01-05 20:37:03,2024-01-05 20:37:03,2024-01-05 20:37:03,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-37-04 M 2_3.JPG,img,rodent,0.8787,FALSE,258,605,573,767,1152,2048,2024-01-05 20:37:04,2024-01-05 20:37:04,2024-01-05 20:37:04,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-37-04 M 3_3.JPG,img,rodent,0.81668,FALSE,1413,618,2024,808,1152,2048,2024-01-05 20:37:04,2024-01-05 20:37:04,2024-01-05 20:37:04,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-38-55 M 1_3.JPG,img,rodent,0.95575,FALSE,1344,623,1769,764,1152,2048,2024-01-05 20:38:55,2024-01-05 20:38:55,2024-01-05 20:38:55,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-38-56 M 2_3.JPG,img,rodent,0.99656,FALSE,1096,552,1345,733,1152,2048,2024-01-05 20:38:56,2024-01-05 20:38:56,2024-01-05 20:38:56,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-38-57 M 3_3.JPG,img,rabbit,0.9976,FALSE,1052,590,1158,713,1152,2048,2024-01-05 20:38:57,2024-01-05 20:38:57,2024-01-05 20:38:57,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-38-59 M 1_3.JPG,img,rodent,0.99953,FALSE,825,606,1161,693,1152,2048,2024-01-05 20:38:59,2024-01-05 20:38:59,2024-01-05 20:38:59,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-38-59 M 2_3.JPG,img,rodent,0.99123,FALSE,651,577,922,685,1152,2048,2024-01-05 20:38:59,2024-01-05 20:38:59,2024-01-05 20:38:59,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-39-00 M 3_3.JPG,img,rabbit,0.88587,FALSE,654,555,751,661,1152,2048,2024-01-05 20:39:00,2024-01-05 20:39:00,2024-01-05 20:39:00,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-39-01 M 1_3.JPG,img,rabbit,0.64832,FALSE,343,537,616,666,1152,2048,2024-01-05 20:39:01,2024-01-05 20:39:01,2024-01-05 20:39:01,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-39-02 M 2_3.JPG,img,rodent,0.55882,FALSE,356,542,595,668,1152,2048,2024-01-05 20:39:02,2024-01-05 20:39:02,2024-01-05 20:39:02,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-39-02 M 3_3.JPG,img,rabbit,0.97983,FALSE,333,538,592,657,1152,2048,2024-01-05 20:39:02,2024-01-05 20:39:02,2024-01-05 20:39:02,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-39-08 M 1_3.JPG,img,rodent,0.99998,FALSE,0,509,228,621,1152,2048,2024-01-05 20:39:08,2024-01-05 20:39:08,2024-01-05 20:39:08,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-39-09 M 2_3.JPG,img,unidentified animal,0.336,FALSE,795,413,1004,683,1152,2048,2024-01-05 20:39:09,2024-01-05 20:39:09,2024-01-05 20:39:09,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-39-09 M 3_3.JPG,img,unidentified animal,0.375,FALSE,795,412,1003,683,1152,2048,2024-01-05 20:39:09,2024-01-05 20:39:09,2024-01-05 20:39:09,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-48-11 M 1_3.JPG,img,rodent,0.99989,FALSE,1528,557,1951,747,1152,2048,2024-01-05 20:48:11,2024-01-05 20:48:11,2024-01-05 20:48:11,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-48-12 M 2_3.JPG,img,rodent,0.60759,FALSE,1115,606,1458,764,1152,2048,2024-01-05 20:48:12,2024-01-05 20:48:12,2024-01-05 20:48:12,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-48-12 M 3_3.JPG,img,rodent,0.75825,FALSE,1114,606,1460,765,1152,2048,2024-01-05 20:48:12,2024-01-05 20:48:12,2024-01-05 20:48:12,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-48-14 M 1_3.JPG,img,unidentified animal,0.359,FALSE,1014,587,1259,681,1152,2048,2024-01-05 20:48:14,2024-01-05 20:48:14,2024-01-05 20:48:14,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-48-15 M 2_3.JPG,img,rabbit,0.93406,FALSE,999,558,1261,684,1152,2048,2024-01-05 20:48:15,2024-01-05 20:48:15,2024-01-05 20:48:15,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-48-15 M 3_3.JPG,img,rodent,0.6555,FALSE,717,570,1018,693,1152,2048,2024-01-05 20:48:15,2024-01-05 20:48:15,2024-01-05 20:48:15,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-48-17 M 1_3.JPG,img,rabbit,0.7671,FALSE,310,522,534,657,1152,2048,2024-01-05 20:48:17,2024-01-05 20:48:17,2024-01-05 20:48:17,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-48-17 M 2_3.JPG,img,rabbit,0.79367,FALSE,242,495,521,652,1152,2048,2024-01-05 20:48:17,2024-01-05 20:48:17,2024-01-05 20:48:17,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-48-18 M 3_3.JPG,img,rodent,0.99652,FALSE,0,509,279,622,1152,2048,2024-01-05 20:48:18,2024-01-05 20:48:18,2024-01-05 20:48:18,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-53-13 M 1_3.JPG,img,rodent,0.84688,FALSE,0,736,203,961,1152,2048,2024-01-05 20:53:13,2024-01-05 20:53:13,2024-01-05 20:53:13,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-53-14 M 2_3.JPG,img,rodent,0.81345,FALSE,0,725,341,987,1152,2048,2024-01-05 20:53:14,2024-01-05 20:53:14,2024-01-05 20:53:14,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
